Duration (ms),Start date,End date,Start station,End station,Bike number,Member type
3010128,2017/1/1 16:26,2017/1/1 17:16,Lincoln Memorial,Jefferson Dr & 14th St SW,W20399,Member
304206,2017/1/1 16:26,2017/1/1 16:31,10th & U St NW,1st & Rhode Island Ave NW,W20152,Member
425214,2017/1/1 16:26,2017/1/1 16:33,5th & K St NW,10th & E St NW,W22482,Member
430136,2017/1/1 16:26,2017/1/1 16:33,Clarendon Blvd & Pierce St,Barton St & 10th St N,W20408,Member
272019,2017/1/1 16:26,2017/1/1 16:31,10th & U St NW,8th & O St NW,W20525,Member
407809,2017/1/1 16:26,2017/1/1 16:33,Kennedy Center,C & O Canal & Wisconsin Ave NW,W00868,Member
360720,2017/1/1 16:26,2017/1/1 16:33,Columbia Pike & S Walter Reed Dr,Columbia Pike & S Walter Reed Dr,W01191,Member
401754,2017/1/1 16:27,2017/1/1 16:33,14th St & Spring Rd NW,Lamont & Mt Pleasant NW,W20552,Member
983290,2017/1/1 16:27,2017/1/1 16:43,Maine Ave & 7th St SW,5th St & Massachusetts Ave NW,W21615,Member
439822,2017/1/1 16:27,2017/1/1 16:34,Georgia Ave and Fairmont St NW,Convention Center / 7th & M St NW,W00384,Member
2935933,2017/1/1 16:27,2017/1/1 17:16,Lincoln Memorial,Jefferson Dr & 14th St SW,W22253,Casual
2940685,2017/1/1 16:27,2017/1/1 17:16,Lincoln Memorial,Jefferson Dr & 14th St SW,W21536,Casual
2357905,2017/1/1 16:28,2017/1/1 17:07,17th St & Independence Ave SW,New Hampshire Ave & 24th St NW,W00595,Casual
519903,2017/1/1 16:28,2017/1/1 16:37,2nd St & Massachusetts Ave NE,1st & K St SE,W01217,Member
4094349,2017/1/1 16:28,2017/1/1 17:37,4th & M St SW,4th & C St SW,W22814,Member
155082,2017/1/1 16:29,2017/1/1 16:31,Yuma St & Tenley Circle NW,39th & Veazey St NW,W21681,Member
941658,2017/1/1 16:29,2017/1/1 16:44,Kennedy Center,California St & Florida Ave NW,W20051,Member
675227,2017/1/1 16:29,2017/1/1 16:40,4th & East Capitol St NE,11th & F St NW,W00599,Member
385287,2017/1/1 16:30,2017/1/1 16:36,11th & H St NE,3rd & H St NE,W00151,Member
2401426,2017/1/1 16:30,2017/1/1 17:10,17th St & Independence Ave SW,Lincoln Memorial,W00646,Casual
179865,2017/1/1 16:30,2017/1/1 16:33,15th & P St NW,17th & Corcoran St NW,W22235,Member
1554826,2017/1/1 16:30,2017/1/1 16:56,Jefferson Dr & 14th St SW,Columbus Circle / Union Station,W20193,Casual
676586,2017/1/1 16:30,2017/1/1 16:41,4th & C St SW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01421,Member
2237084,2017/1/1 16:30,2017/1/1 17:08,17th St & Independence Ave SW,New Hampshire Ave & 24th St NW,W00606,Casual
1222356,2017/1/1 16:30,2017/1/1 16:51,14th St & New York Ave NW,14th & R St NW,W22595,Member
266965,2017/1/1 16:30,2017/1/1 16:35,Connecticut & Nebraska Ave NW,Van Ness Metro / UDC,W21436,Member
137846,2017/1/1 16:30,2017/1/1 16:33,17th & Corcoran St NW,New Hampshire Ave & T St NW,W22908,Member
752819,2017/1/1 16:31,2017/1/1 16:43,15th & K St NW,21st & M St NW,W01189,Casual
314546,2017/1/1 16:31,2017/1/1 16:36,15th & P St NW,20th & O St NW / Dupont South,W22118,Member
882811,2017/1/1 16:31,2017/1/1 16:46,5th & K St NW,12th & U St NW,W21892,Member
417272,2017/1/1 16:31,2017/1/1 16:38,17th St & Independence Ave SW,Jefferson Memorial,W22738,Member
991066,2017/1/1 16:31,2017/1/1 16:47,Connecticut Ave & Newark St NW / Cleveland Park,Tenleytown / Wisconsin Ave & Albemarle St NW,W01101,Member
719908,2017/1/1 16:31,2017/1/1 16:43,15th & K St NW,21st & M St NW,W01315,Casual
670718,2017/1/1 16:31,2017/1/1 16:42,8th & O St NW,Washington & Independence Ave SW/HHS,W00565,Member
450347,2017/1/1 16:32,2017/1/1 16:39,Convention Center / 7th & M St NW,10th & K St NW,W20435,Casual
403326,2017/1/1 16:32,2017/1/1 16:39,Convention Center / 7th & M St NW,10th & K St NW,W22832,Casual
870071,2017/1/1 16:32,2017/1/1 16:47,14th & Rhode Island Ave NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W21651,Member
578521,2017/1/1 16:32,2017/1/1 16:42,Metro Center / 12th & G St NW,8th & O St NW,W00890,Member
1149663,2017/1/1 16:33,2017/1/1 16:52,8th & Eye St SE / Barracks Row,8th & H St NW,W23084,Member
535649,2017/1/1 16:33,2017/1/1 16:42,1st & O St NW,Metro Center / 12th & G St NW,W00946,Member
1008452,2017/1/1 16:33,2017/1/1 16:50,11th & F St NW,California St & Florida Ave NW,W00838,Member
132109,2017/1/1 16:33,2017/1/1 16:36,10th & Monroe St NE,12th & Irving St NE,W00466,Member
1383101,2017/1/1 16:33,2017/1/1 16:56,California St & Florida Ave NW,15th & East Capitol St NE,W21131,Member
674619,2017/1/1 16:34,2017/1/1 16:45,5th & K St NW,Eckington Pl & Q St NE,W21748,Member
3025092,2017/1/1 16:34,2017/1/1 17:24,Lincoln Memorial,12th & U St NW,W22483,Casual
1236210,2017/1/1 16:34,2017/1/1 16:55,Jefferson Dr & 14th St SW,3rd & H St NE,W22891,Member
1233448,2017/1/1 16:34,2017/1/1 16:55,Jefferson Dr & 14th St SW,3rd & H St NE,W20897,Member
844456,2017/1/1 16:34,2017/1/1 16:48,3000 Connecticut Ave NW / National Zoo,14th & V St NW,W22530,Member
763743,2017/1/1 16:35,2017/1/1 16:48,Park Rd & Holmead Pl NW,Harvard St & Adams Mill Rd NW,W01463,Member
1030371,2017/1/1 16:35,2017/1/1 16:52,23rd & E St NW ,New Hampshire Ave & T St NW,W00799,Member
2023050,2017/1/1 16:36,2017/1/1 17:09,Washington & Independence Ave SW/HHS,M St & Pennsylvania Ave NW,W22439,Member
3437341,2017/1/1 16:36,2017/1/1 17:33,16th & R St NW,Jefferson Dr & 14th St SW,W22007,Casual
301980,2017/1/1 16:36,2017/1/1 16:41,1st & H St NW,1st & H St NW,W20940,Member
2011769,2017/1/1 16:36,2017/1/1 17:09,Washington & Independence Ave SW/HHS,M St & Pennsylvania Ave NW,W23110,Member
415475,2017/1/1 16:36,2017/1/1 16:43,7th & T St NW,New Hampshire Ave & T St NW,W21163,Member
577531,2017/1/1 16:36,2017/1/1 16:46,Jefferson Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W22249,Casual
866845,2017/1/1 16:36,2017/1/1 16:51,Smithsonian-National Mall / Jefferson Dr & 12th St SW,4th & M St SW,W20254,Member
2869238,2017/1/1 16:36,2017/1/1 17:24,Lincoln Memorial,12th & U St NW,W21931,Casual
214815,2017/1/1 16:36,2017/1/1 16:40,14th & R St NW,14th & V St NW,W20524,Member
588746,2017/1/1 16:37,2017/1/1 16:46,Jefferson Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W21202,Casual
352779,2017/1/1 16:37,2017/1/1 16:43,15th & P St NW,18th & R St NW,W21922,Member
3510699,2017/1/1 16:37,2017/1/1 17:35,17th & K St NW / Farragut Square,17th & K St NW / Farragut Square,W01008,Casual
1361225,2017/1/1 16:37,2017/1/1 17:00,8th & H St NW,Jefferson Memorial,W22743,Member
152282,2017/1/1 16:37,2017/1/1 16:40,15th & P St NW,17th & Corcoran St NW,W21908,Member
563582,2017/1/1 16:37,2017/1/1 16:46,21st & M St NW,17th & G St NW,W00662,Member
1317840,2017/1/1 16:37,2017/1/1 16:59,M St & Pennsylvania Ave NW,7th & F St NW / National Portrait Gallery,W22295,Casual
1343300,2017/1/1 16:37,2017/1/1 17:00,M St & Pennsylvania Ave NW,7th & F St NW / National Portrait Gallery,W00997,Casual
340237,2017/1/1 16:37,2017/1/1 16:43,14th & Girard St NW,14th St & Spring Rd NW,W20672,Member
400557,2017/1/1 16:38,2017/1/1 16:44,8th & H St NW,13th St & New York Ave NW,W21639,Member
1304408,2017/1/1 16:38,2017/1/1 17:00,8th & H St NW,Jefferson Memorial,W00425,Casual
2800491,2017/1/1 16:38,2017/1/1 17:25,Lincoln Memorial,12th & U St NW,W21453,Casual
4154113,2017/1/1 16:38,2017/1/1 17:47,Wisconsin Ave & Newark St NW,Wisconsin Ave & Newark St NW,W22517,Casual
2750773,2017/1/1 16:38,2017/1/1 17:24,Lincoln Memorial,12th & U St NW,W23232,Casual
4121576,2017/1/1 16:38,2017/1/1 17:47,Wisconsin Ave & Newark St NW,Wisconsin Ave & Newark St NW,W00478,Casual
393394,2017/1/1 16:38,2017/1/1 16:45,14th & V St NW,10th & Florida Ave NW,W22725,Member
1294615,2017/1/1 16:38,2017/1/1 17:00,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Jefferson Dr & 14th St SW,W00736,Member
405686,2017/1/1 16:39,2017/1/1 16:45,Park Rd & Holmead Pl NW,14th & Harvard St NW,W22064,Member
398906,2017/1/1 16:39,2017/1/1 16:45,Park Rd & Holmead Pl NW,14th & Harvard St NW,W21004,Member
1461747,2017/1/1 16:39,2017/1/1 17:03,13th St & New York Ave NW,15th & K St NW,W20226,Member
400463,2017/1/1 16:40,2017/1/1 16:46,Franklin & S Washington St,Market Square / King St & Royal St,W22857,Member
1050726,2017/1/1 16:40,2017/1/1 16:57,Hamlin & 7th St NE,14th & Irving St NW,W21828,Member
657326,2017/1/1 16:40,2017/1/1 16:51,1st & M St NE,8th & East Capitol St NE,W22878,Casual
261150,2017/1/1 16:40,2017/1/1 16:45,11th & M St NW,14th & Rhode Island Ave NW,W00361,Member
2269300,2017/1/1 16:40,2017/1/1 17:18,14th & Upshur St NW,13th St & Eastern Ave,W21218,Member
456433,2017/1/1 16:41,2017/1/1 16:48,Constitution Ave & 2nd St NW/DOL,Columbus Circle / Union Station,W00678,Member
1093111,2017/1/1 16:41,2017/1/1 16:59,1st & H St NW,1st & K St SE,W20940,Member
833930,2017/1/1 16:41,2017/1/1 16:55,18th St & Wyoming Ave NW,17th St & Independence Ave SW,W00834,Member
621253,2017/1/1 16:41,2017/1/1 16:52,14th St & Colorado Ave NW,Park Rd & Holmead Pl NW,W20780,Member
490777,2017/1/1 16:41,2017/1/1 16:50,Washington & Independence Ave SW/HHS,6th St & Indiana Ave NW,W22533,Member
508340,2017/1/1 16:41,2017/1/1 16:50,Washington & Independence Ave SW/HHS,6th St & Indiana Ave NW,W22642,Member
998730,2017/1/1 16:42,2017/1/1 16:58,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Bladensburg Rd & Benning Rd NE,W20574,Member
564449,2017/1/1 16:42,2017/1/1 16:51,Bethesda Ave & Arlington Rd,Battery Ln & Trolley Trail,W01376,Member
1369675,2017/1/1 16:42,2017/1/1 17:05,8th & East Capitol St NE,10th & U St NW,W00891,Member
1751908,2017/1/1 16:42,2017/1/1 17:12,New Hampshire Ave & T St NW,3rd & M St NE,W22908,Member
269417,2017/1/1 16:43,2017/1/1 16:47,Lincoln Park / 13th & East Capitol St NE ,4th & East Capitol St NE,W22818,Casual
1093996,2017/1/1 16:43,2017/1/1 17:01,Lincoln Memorial,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20439,Casual
702736,2017/1/1 16:43,2017/1/1 16:55,15th & P St NW,5th & K St NW,W01208,Member
1078881,2017/1/1 16:43,2017/1/1 17:01,Lincoln Memorial,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01311,Casual
685949,2017/1/1 16:43,2017/1/1 16:55,15th & P St NW,5th & K St NW,W01279,Member
538428,2017/1/1 16:43,2017/1/1 16:52,11th & M St NW,Massachusetts Ave & Dupont Circle NW,W20232,Member
389268,2017/1/1 16:43,2017/1/1 16:50,Wilson Blvd & N Edgewood St,Lee Hwy & N Adams St,W22960,Member
918473,2017/1/1 16:43,2017/1/1 16:59,15th & P St NW,14th & Rhode Island Ave NW,W22523,Casual
980607,2017/1/1 16:44,2017/1/1 17:00,1st & H St NW,1st & K St SE,W22443,Member
695770,2017/1/1 16:44,2017/1/1 16:55,10th & E St NW,14th & R St NW,W22311,Member
363621,2017/1/1 16:44,2017/1/1 16:50,14th & Belmont St NW,California St & Florida Ave NW,W00084,Member
865778,2017/1/1 16:44,2017/1/1 16:58,14th & Girard St NW,8th & H St NW,W21835,Member
3313964,2017/1/1 16:44,2017/1/1 17:39,Lincoln Memorial,Jefferson Memorial,W22774,Casual
301705,2017/1/1 16:45,2017/1/1 16:50,New Hampshire Ave & T St NW,Massachusetts Ave & Dupont Circle NW,W21163,Member
2379543,2017/1/1 16:45,2017/1/1 17:24,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,W23029,Casual
2371435,2017/1/1 16:45,2017/1/1 17:24,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,W20418,Casual
276021,2017/1/1 16:45,2017/1/1 16:49,11th & M St NW,5th & K St NW,W22830,Member
3248841,2017/1/1 16:45,2017/1/1 17:39,Lincoln Memorial,Jefferson Memorial,W22805,Casual
857839,2017/1/1 16:45,2017/1/1 16:59,10th & Florida Ave NW,1st & Washington Hospital Center NW,W22725,Member
1201025,2017/1/1 16:45,2017/1/1 17:05,14th & Rhode Island Ave NW,15th St & Massachusetts Ave SE,W22315,Member
912934,2017/1/1 16:45,2017/1/1 17:01,24th & N St NW,11th & M St NW,W00479,Member
565999,2017/1/1 16:46,2017/1/1 16:55,5th St & Massachusetts Ave NW,1st & Rhode Island Ave NW,W20434,Member
698149,2017/1/1 16:46,2017/1/1 16:58,15th & P St NW,8th & H St NW,W22410,Member
1061894,2017/1/1 16:46,2017/1/1 17:04,17th & G St NW,14th & Rhode Island Ave NW,W22409,Casual
338402,2017/1/1 16:46,2017/1/1 16:52,Constitution Ave & 2nd St NW/DOL,7th & F St NW / National Portrait Gallery,W01240,Member
1050183,2017/1/1 16:46,2017/1/1 17:04,17th & G St NW,14th & Rhode Island Ave NW,W22408,Casual
1048553,2017/1/1 16:47,2017/1/1 17:04,17th & G St NW,14th & Rhode Island Ave NW,W00939,Casual
13673260,2017/1/1 16:47,2017/1/1 20:35,Medical Center Metro ,Norfolk Ave & Fairmont St,W21528,Casual
1006061,2017/1/1 16:47,2017/1/1 17:04,17th & G St NW,14th & Rhode Island Ave NW,W00808,Casual
576481,2017/1/1 16:47,2017/1/1 16:56,Fairfax Village,Randle Circle & Minnesota Ave SE,W20370,Member
1518767,2017/1/1 16:47,2017/1/1 17:12,15th & K St NW,New York Ave & 15th St NW,W20935,Casual
2036861,2017/1/1 16:47,2017/1/1 17:21,18th & M St NW,17th & K St NW / Farragut Square,W00031,Casual
1007353,2017/1/1 16:47,2017/1/1 17:04,17th & G St NW,14th & Rhode Island Ave NW,W00662,Casual
1201896,2017/1/1 16:48,2017/1/1 17:08,Connecticut & Nebraska Ave NW,Calvert St & Woodley Pl NW,W20440,Member
566873,2017/1/1 16:48,2017/1/1 16:57,New Jersey Ave & R St NW,1st & M St NE,W20858,Casual
120728,2017/1/1 16:48,2017/1/1 16:50,14th & Rhode Island Ave NW,14th & Rhode Island Ave NW,W00635,Member
884087,2017/1/1 16:48,2017/1/1 17:03,Duke St & John Carlyle St,Saint Asaph St & Pendleton  St,W22549,Member
2213925,2017/1/1 16:48,2017/1/1 17:25,Harvard St & Adams Mill Rd NW,Harvard St & Adams Mill Rd NW,W01463,Member
296199,2017/1/1 16:48,2017/1/1 16:53,Calvert St & Woodley Pl NW,Adams Mill & Columbia Rd NW,W22508,Member
250146,2017/1/1 16:49,2017/1/1 16:53,8th & O St NW,5th & K St NW,W20525,Member
6369883,2017/1/1 16:49,2017/1/1 18:35,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Woodmont Ave & Strathmore St,W21900,Casual
1017035,2017/1/1 16:49,2017/1/1 17:06,4th & C St SW,Jefferson Memorial,W20890,Casual
6393971,2017/1/1 16:49,2017/1/1 18:35,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Woodmont Ave & Strathmore St,W22438,Casual
373661,2017/1/1 16:49,2017/1/1 16:56,Thomas Circle,Massachusetts Ave & Dupont Circle NW,W22299,Member
1626504,2017/1/1 16:49,2017/1/1 17:16,14th St & Spring Rd NW,14th St & Colorado Ave NW,W21508,Member
525473,2017/1/1 16:49,2017/1/1 16:58,Eastern Market Metro / Pennsylvania Ave & 7th St SE,15th & F St NE,W22528,Member
346468,2017/1/1 16:50,2017/1/1 16:56,Thomas Circle,Massachusetts Ave & Dupont Circle NW,W20028,Member
766015,2017/1/1 16:50,2017/1/1 17:03,4th & C St SW,7th & F St NW / National Portrait Gallery,W22455,Casual
747586,2017/1/1 16:50,2017/1/1 17:03,4th & C St SW,7th & F St NW / National Portrait Gallery,W22495,Casual
183627,2017/1/1 16:50,2017/1/1 16:54,Lincoln Park / 13th & East Capitol St NE ,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00619,Member
1515745,2017/1/1 16:50,2017/1/1 17:16,14th & Rhode Island Ave NW,Neal St & Trinidad Ave NE,W00430,Member
172443,2017/1/1 16:51,2017/1/1 16:53,8th & East Capitol St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W23206,Member
241009,2017/1/1 16:51,2017/1/1 16:55,17th & Corcoran St NW,Massachusetts Ave & Dupont Circle NW,W00988,Member
315868,2017/1/1 16:51,2017/1/1 16:56,1st & Rhode Island Ave NW,10th & U St NW,W20152,Member
977660,2017/1/1 16:51,2017/1/1 17:07,14th & R St NW,New Hampshire Ave & T St NW,W22595,Member
618708,2017/1/1 16:51,2017/1/1 17:01,8th & O St NW,New York Ave & 15th St NW,W01136,Member
665362,2017/1/1 16:51,2017/1/1 17:02,Royal & Wilkes St,Eisenhower Ave & Mill Race Ln,W22621,Member
1085351,2017/1/1 16:52,2017/1/1 17:10,Harvard St & Adams Mill Rd NW,3000 Connecticut Ave NW / National Zoo,W20553,Casual
4566365,2017/1/1 16:52,2017/1/1 18:08,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Clarendon Blvd & N Fillmore St,W01487,Casual
250969,2017/1/1 16:53,2017/1/1 16:57,Henry St & Pendleton St,Saint Asaph & Madison St,W22806,Member
252915,2017/1/1 16:53,2017/1/1 16:57,Henry St & Pendleton St,Saint Asaph & Madison St,W21887,Member
4517496,2017/1/1 16:53,2017/1/1 18:08,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Clarendon Blvd & N Fillmore St,W01372,Casual
628094,2017/1/1 16:53,2017/1/1 17:03,14th & Rhode Island Ave NW,1st & O St NW,W23019,Member
830344,2017/1/1 16:53,2017/1/1 17:07,14th & D St NW / Ronald Reagan Building,18th & M St NW,W01135,Member
408083,2017/1/1 16:53,2017/1/1 17:00,Georgia & New Hampshire Ave NW,10th & Florida Ave NW,W20944,Member
1702488,2017/1/1 16:53,2017/1/1 17:22,17th & G St NW,M St & Pennsylvania Ave NW,W21213,Casual
4478292,2017/1/1 16:53,2017/1/1 18:08,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Clarendon Blvd & N Fillmore St,W21651,Casual
326327,2017/1/1 16:53,2017/1/1 16:59,US Dept of State / Virginia Ave & 21st St NW,21st & I St NW,W21417,Member
1470309,2017/1/1 16:54,2017/1/1 17:18,Lincoln Memorial,California St & Florida Ave NW,W22205,Member
1313307,2017/1/1 16:54,2017/1/1 17:16,4th St & Madison Dr NW,15th & P St NW,W20470,Casual
1364466,2017/1/1 16:54,2017/1/1 17:16,4th St & Madison Dr NW,15th & P St NW,W20203,Casual
944375,2017/1/1 16:54,2017/1/1 17:09,1st & Rhode Island Ave NW,Massachusetts Ave & Dupont Circle NW,W21322,Casual
280773,2017/1/1 16:54,2017/1/1 16:58,14th St & Colorado Ave NW,5th & Kennedy St NW,W21011,Member
4466661,2017/1/1 16:54,2017/1/1 18:08,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Clarendon Blvd & N Fillmore St,W22588,Casual
1669742,2017/1/1 16:54,2017/1/1 17:22,17th & G St NW,M St & Pennsylvania Ave NW,W21865,Casual
246651,2017/1/1 16:54,2017/1/1 16:58,4th & East Capitol St NE,3rd & G St SE,W01128,Member
944663,2017/1/1 16:54,2017/1/1 17:10,1st & Rhode Island Ave NW,Massachusetts Ave & Dupont Circle NW,W22370,Casual
1142206,2017/1/1 16:54,2017/1/1 17:13,Neal St & Trinidad Ave NE,7th & T St NW,W21686,Member
482752,2017/1/1 16:54,2017/1/1 17:02,10th & U St NW,15th & P St NW,W21566,Member
1256318,2017/1/1 16:55,2017/1/1 17:16,4th St & Madison Dr NW,15th & P St NW,W01043,Casual
2203346,2017/1/1 16:55,2017/1/1 17:32,20th & E St NW,37th & O St NW / Georgetown University,W21071,Casual
2207694,2017/1/1 16:55,2017/1/1 17:32,20th & E St NW,37th & O St NW / Georgetown University,W22873,Casual
2156628,2017/1/1 16:55,2017/1/1 17:31,10th St & Constitution Ave NW,15th & N Scott St,W20120,Casual
473087,2017/1/1 16:55,2017/1/1 17:03,Adams Mill & Columbia Rd NW,11th & Kenyon St NW,W21511,Member
1021208,2017/1/1 16:56,2017/1/1 17:13,3000 Connecticut Ave NW / National Zoo,39th & Veazey St NW,W20500,Member
598629,2017/1/1 16:56,2017/1/1 17:06,5th & F St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20857,Casual
224002,2017/1/1 16:56,2017/1/1 17:00,8th & O St NW,11th & S St NW,W22141,Member
181548,2017/1/1 16:56,2017/1/1 16:59,Columbus Circle / Union Station,6th & H St NE,W00213,Member
4306058,2017/1/1 16:56,2017/1/1 18:08,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Clarendon Blvd & N Fillmore St,W20363,Casual
293373,2017/1/1 16:56,2017/1/1 17:01,7th & T St NW,14th & R St NW,W21700,Member
4283094,2017/1/1 16:57,2017/1/1 18:08,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Clarendon Blvd & N Fillmore St,W23191,Casual
296855,2017/1/1 16:57,2017/1/1 17:02,North Capitol St & G Pl NE,1st & M St NE,W20427,Member
1067503,2017/1/1 16:57,2017/1/1 17:15,Randle Circle & Minnesota Ave SE,Fairfax Village,W20370,Member
1111292,2017/1/1 16:57,2017/1/1 17:15,13th St & New York Ave NW,4th & E St SW,W21639,Member
976691,2017/1/1 16:58,2017/1/1 17:14,Arlington Blvd & Fillmore St,Glebe Rd & 11th St N,W20122,Member
1274494,2017/1/1 16:58,2017/1/1 17:19,Jefferson Dr & 14th St SW,5th & F St NW,W21406,Casual
1277781,2017/1/1 16:58,2017/1/1 17:19,Jefferson Dr & 14th St SW,5th & F St NW,W22399,Casual
296083,2017/1/1 16:58,2017/1/1 17:03,Market Square / King St & Royal St,Royal & Wilkes St,W21154,Member
525290,2017/1/1 16:58,2017/1/1 17:07,23rd & E St NW ,20th & O St NW / Dupont South,W22206,Member
295219,2017/1/1 16:58,2017/1/1 17:03,3rd & D St SE,8th & East Capitol St NE,W00648,Member
451816,2017/1/1 16:58,2017/1/1 17:06,New York Ave & 15th St NW,5th St & Massachusetts Ave NW,W22971,Member
582891,2017/1/1 16:58,2017/1/1 17:08,New Hampshire Ave & T St NW,M St & Pennsylvania Ave NW,W00799,Casual
1327790,2017/1/1 16:59,2017/1/1 17:21,19th St & Constitution Ave NW,8th & D St NW,W22423,Casual
894419,2017/1/1 16:59,2017/1/1 17:14,18th & M St NW,21st St & Constitution Ave NW,W21119,Casual
897192,2017/1/1 16:59,2017/1/1 17:14,18th & M St NW,21st St & Constitution Ave NW,W20796,Casual
3211865,2017/1/1 17:00,2017/1/1 17:53,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Jefferson Dr & 14th St SW,W22177,Casual
375457,2017/1/1 17:00,2017/1/1 17:06,6th & H St NE,1st & M St NE,W20287,Member
581768,2017/1/1 17:00,2017/1/1 17:10,13th & H St NE,1st & M St NE,W00225,Member
490585,2017/1/1 17:00,2017/1/1 17:08,8th & H St NW,4th & E St SW,W21835,Member
1183978,2017/1/1 17:00,2017/1/1 17:20,California St & Florida Ave NW,Harvard St & Adams Mill Rd NW,W00492,Member
690730,2017/1/1 17:00,2017/1/1 17:12,11th & F St NW,10th St & Constitution Ave NW,W01098,Casual
687278,2017/1/1 17:00,2017/1/1 17:12,11th & F St NW,10th St & Constitution Ave NW,W00599,Casual
1238180,2017/1/1 17:00,2017/1/1 17:21,19th St & Constitution Ave NW,8th & D St NW,W01405,Casual
112294,2017/1/1 17:01,2017/1/1 17:02,14th & Rhode Island Ave NW,14th & Rhode Island Ave NW,W22963,Casual
467220,2017/1/1 17:01,2017/1/1 17:09,Washington & Independence Ave SW/HHS,3rd & D St SE,W22395,Member
806154,2017/1/1 17:01,2017/1/1 17:14,18th & M St NW,21st St & Constitution Ave NW,W20459,Casual
806656,2017/1/1 17:01,2017/1/1 17:14,18th & M St NW,21st St & Constitution Ave NW,W00791,Casual
1535118,2017/1/1 17:01,2017/1/1 17:27,Jefferson Dr & 14th St SW,Calvert & Biltmore St NW,W20422,Member
1530068,2017/1/1 17:01,2017/1/1 17:27,Jefferson Dr & 14th St SW,Calvert & Biltmore St NW,W22415,Casual
432285,2017/1/1 17:02,2017/1/1 17:09,Calvert & Biltmore St NW,15th & Euclid St  NW,W20825,Member
1379364,2017/1/1 17:02,2017/1/1 17:25,New York Ave & 15th St NW,New York Ave & 15th St NW,W01136,Member
